0x00200008, _start - Clears the uninitialized data region, initializes EE runtime services, runs main, and passes its result to Exit
0x002000B8, _exit - Loops indefinitely as the terminal fallback reached after program shutdown
0x0023E2C0, _FacePoint - Intersects a directed line with a plane and stores the resulting three-dimensional point
0x0023E338, _CheckLine - Computes the signed plane distance of a point from three plane coefficients and returns the dot product
0x0023E480, plane_from_points - Computes and normalizes a plane normal from three points, then stores its signed distance term
0x0023E570, setup_occlusion - Transforms an occlusion quad and derives its depth threshold plus five oriented clipping planes
0x0023E7E8, check_occlusion - Tests a point against every active occlusion plane and returns whether any configured volume contains it
0x0023E970, xglCullingCheck - Tests a point against active culling volumes unless culling is disabled, returning the first matching index
0x0023EA20, xglCullingCheckSeparateInit - Recomputes clipping planes for every registered occlusion cell using the supplied transform
0x0023EAA0, xglCullingCheckSeparate - Tests one indexed culling volume against supplied bounds and returns its occlusion result
0x0023EB38, xglCullingExist - Returns whether at least one culling volume is currently registered
0x0023EB48, xglCullingMapLastCheck - Tests registered culling volumes against the current point and records whether map-last rendering is required
0x0023EBC0, xglCullingMapInit - Clears active culling volumes, map-last state, source pointer, and the ignore-culling switch
0x0023EBE0, check_culling_map - Finds a named culling-map entry in the current map table and returns its index or minus one
0x0023EC98, xglCullingMapSet - Loads up to ten planes from a named culling-map record, builds their matrices, and records the source
0x0023EE18, xglCullingMapCreate - Allocates and initializes another map-culling cell when fewer than ten exist
0x0023EED8, xglCullingMapDisp - Draws debug geometry for every registered map-culling cell
0x0023EF30, xglCullingIgnore - Globally disables model culling by setting the ignore switch
0x0023EF40, xglCullingIgnoreOff - Re-enables model culling by clearing the ignore switch
0x0023EF48, xglCullingMapDebug - Returns immediately because map-culling debug output is not implemented here
0x0023EF50, _ModelCalcClipInit - Loads eight model clipping vectors into VU registers for subsequent bound tests
0x0023EF78, _ModelCalcClipMat2 - Transforms a point through two matrices and tests it against both camera clipping plane sets
0x0023F118, _ModelCalcClipMat1 - Transforms a point through one matrix and tests it against both camera clipping plane sets
0x0023F250, _ModelCalcClip - Tests a supplied point against both preloaded camera clipping plane sets
0x0023F358, nmlModelCalcClip - Tests model bounds against the active camera's combined view volume and returns its clipping mask
0x0023F3C0, nmlModelCalcClipNoCulling - Tests model bounds against the active camera while deliberately bypassing registered map-culling volumes
0x0023F410, nmlModelCalcClipMat1 - Transforms model bounds with one matrix before testing them against the active camera volume
0x0023F4A0, nmlModelCalcClipMat2 - Transforms model bounds through two matrices before testing them against the active camera volume
0x0023F560, nmlModelCalcClipCam - Loads camera clipping state and returns the supplied model bounds' visibility mask
0x0023F590, nmlModelCalcClipMat1Cam - Loads camera clipping state, applies one model matrix, and returns the resulting visibility mask
0x0023F5D0, nmlModelCalcClipMat2Cam - Loads camera clipping state, applies two model matrices, and returns the resulting visibility mask
0x0023F620, nmlModelCalcClipStudio - Selects a studio camera and returns the supplied model bounds' clipping mask
0x0023F690, nmlModelCalcClipMat1AllCam - Applies one model matrix and combines clipping results across every enabled studio camera
0x0023F788, nmlModelCalcClipMat2AllCam - Applies two model matrices and combines clipping results across every enabled studio camera
0x0023F8B0, _ApplyMatrix33 - Multiplies a vector by the upper three rows of a supplied VU matrix, excluding translation
0x0023F8E0, _ApplyMatrix - Multiplies a vector by all four rows of a supplied VU matrix, including translation
0x0023F910, _ApplyMatrix2Mat - Applies two supplied matrices successively to one vector and stores the transformed result
0x0023F960, SsdInit - Creates sound-service synchronization objects and worker threads, then initializes shared RPC control state
0x0023FB08, SsdQuit - Sends the sound-server shutdown command, waits for completion, then destroys RPC synchronization objects and worker threads
0x0023FB90, RSsdSifRpcThread - Initializes the IOP sound RPC client, wakes initialization waiters, and enters the RPC receive loop
0x0023FBB8, RssdInitIop - Binds the sound RPC service, registers its callback server, and performs initial setup
0x0023FC90, RssdSifRpcServer - Dispatches sound RPC callbacks, wave-stream refill requests, SPU reads, and registered completion handlers
0x0023FE68, RssdBusy - Signals the sound RPC semaphore so a waiting command can continue
0x0023FEB8, RssdSpuRead - Copies one returned SPU block into the destination and clears completion state after the final block
0x0023FF28, RssdBackgroundNextWave - Stores a pending background-wave refill request and wakes the dedicated transfer thread
0x0023FF68, RssdBackNextWaveThread - Sleeps until refill work arrives, sends each queued wave command, and clears its pending flag
0x0023FFF0, RssdCallFunc - Serializes one sound RPC request, copies inline payload data, submits it, and waits when synchronous completion is required
0x00240188, RssdSifRpcCallback - Copies the RPC response, reports status through the registered callback, and releases the completion semaphore
0x00240250, RssdFuncCallCompleted - Polls the RPC completion bit, optionally sleeping until set, then returns the server completion code
0x00240288, RssdGetCallCompletedCode - Returns the sound RPC completion bit from shared worker state
0x002402A0, SsdGetResultValue - Returns the latest sound-server result when ready, otherwise reports unfinished or invalid result state
0x00240328, SsdGetResultParam - Copies two sound-server result words when ready and returns completion, error, or pending status
0x002403B0, SsdSetServerCallback - Registers the sound-server callback function and its caller context
0x002403C8, SsdSetFuncCallback - Registers the sound-function callback and its caller context
0x002403E0, SsdSetStreamEndCallback - Registers the stream-completion callback and its caller context
0x002403F8, SsdResume - Clears stale result state and sends sound-server resume command 5
0x00240438, SsdSuspend - Clears stale result state and sends sound-server suspend command 6
0x00240478, SsdSetOutputMode - Packages the output mode and sends sound-server command 0x10
0x002404C0, SsdSetSPDIFMode - Packages the digital-output mode and sends sound-server command 0x11
0x00240508, SsdSetSpuVolume - Packages the SPU volume setting and sends sound-server command 0x12
0x00240550, SsdSetCDVolume - Packages the CD volume setting and sends sound-server command 0x13
0x00240598, SsdSetReverbParameter - Packages four reverb parameters and sends sound-server command 0x14
0x002405E8, SsdSendFuncPacket - Sends a nonempty sequence of 32-byte sound function packets through RPC
0x00240640, SsdSpuDirectRead - Starts a direct SPU read through RPC, tracks destination and size, and reports submission errors
0x00240700, SsdAddWaveData - Validates a wave bank and starts uploading its first segment, retaining any remainder for later transfer
0x00240818, SsdNextWaveData - Waits for the previous SPU DMA, then submits the next aligned wave-data segment to the server
0x00240890, SsdSetSegmentAllocMode - Enables result capture, sends allocation-mode command 0x2C, and returns immediate success
0x002408D8, SsdResetSegmentAllocMode - Enables result capture, sends allocation-reset command 0x2D, and returns immediate success
0x00240920, SsdDisposeWaveBank - Packages a wave-bank identifier and sends disposal command 0x22
0x00240968, SsdCheckWaveData - Requests wave-data status with command 0x24 and enables asynchronous result capture
0x002409B0, SsdSpuDmaCompleted - When its argument is nonzero, repeatedly calls RssdSifRequest until bit 2 of RssdWork clears; the routine has no return value
0x00240A28, SsdCheckSpuMemory - Packages an SPU address and sends memory-check command 0x100
0x00240A70, SsdAddEffectData - Validates and uploads an effect bank through sound RPC, returning the server result
0x00240AE8, SsdDisposeEffectData - Sends effect-bank disposal command 0x61 with the supplied bank identifier
0x00240B30, SsdCheckEffectData - Requests effect-bank status through command 0x62 and enables asynchronous result capture
0x00240B78, SsdPlayEffectNormal - Sends effect-play command 0x70 with effect and source identifiers
0x00240BC0, SsdPlayEffectParam - Sends parameterized effect-play command 0x71 with four caller values
0x00240C10, SsdSetPlayEffectParam - Updates an active effect using sound-server command 0x7C and four parameters
0x00240C60, SsdSetEffectParam - Updates effect defaults using sound-server command 0x7B and four parameters
0x00240CB0, SsdStopAllEffect - Clears stale result state and sends command 0x78 to stop every effect
0x00240CF0, SsdStopEffect - Sends effect-stop command 0x79 with effect and source identifiers
0x00240D38, SsdContinueOneEffect - Resumes one paused effect through command 0x7D using its effect and source identifiers
0x00240D80, SsdFadeoutEffect - Sends command 0x7E with an effect identifier, source, and fade duration
0x00240DD0, SsdFadeoutEffectFileID - Fades effects belonging to one file through command 0x7F with the requested duration
0x00240E18, SsdPlayWaveNormal - Starts a wave through command 0x90 using its wave and source identifiers
0x00240E60, SsdPlayWaveParam - Starts a wave through command 0x91 with four caller-specified playback parameters
0x00240EB0, SsdStopWave - Stops a wave through command 0x92 using its wave and source identifiers
0x00240EF8, SsdStopEffectFileID - Stops all effects for one file by sending sound-server command 0x7A
